Order_ID,Order_Date,Customer_ID,Product_ID,Order_Quantity,Unit_Price,Discount,Payment_Mode,Order_Amount
ORD00099,2024-02-11,CUST00099,PROD00083,4,1859.18,0.05,COD,7064.884
ORD00100,2024-03-31,CUST00100,PROD00250,3,642.04,0.0,COD,1926.12
ORD00101,2024-01-13,CUST00101,PROD00062,4,745.13,0.0,Net Banking,2980.52
ORD00102,2024-01-31,CUST00102,PROD00242,3,2116.53,0.15,Net Banking,5397.1515
ORD00103,2024-05-25,CUST00103,PROD00243,2,1772.91,0.0,UPI,3545.82
ORD00104,2024-05-24,CUST00104,PROD00124,3,2643.76,0.05,COD,7534.716
ORD00105,2024-05-08,CUST00105,PROD00144,5,790.56,0.0,COD,3952.7999999999997
ORD00106,2024-04-11,CUST00106,PROD00004,3,2910.67,0.15,COD,7422.2085
ORD00107,2024-05-04,CUST00107,PROD00219,4,1335.8,0.0,COD,5343.2
ORD00108,2024-01-23,CUST00108,PROD00239,1,2701.66,0.15,UPI,2296.4109999999996
ORD00109,2024-04-06,CUST00109,PROD00215,4,3594.98,0.1,Net Banking,12941.928
ORD00110,2024-03-07,CUST00110,PROD00109,3,1261.4,0.0,COD,3784.2000000000003
ORD00111,2024-03-08,CUST00111,PROD00103,1,3865.76,0.05,Net Banking,3672.472
ORD00112,2024-04-05,CUST00112,PROD00113,2,661.79,0.05,UPI,1257.4009999999998
ORD00113,2024-04-09,CUST00113,PROD00187,3,1361.82,0.15,Card,3472.641
ORD00114,2024-03-23,CUST00114,PROD00092,4,1572.8,0.05,Card,5976.639999999999
ORD00115,2024-03-03,CUST00115,PROD00050,3,2703.95,0.15,UPI,6895.072499999999
ORD00116,2024-03-18,CUST00116,PROD00135,1,1393.11,0.0,COD,1393.11
ORD00117,2024-04-17,CUST00117,PROD00153,4,1780.03,0.0,Card,7120.12
ORD00118,2024-02-18,CUST00118,PROD00079,4,3673.35,0.1,COD,13224.06
ORD00119,2024-04-27,CUST00119,PROD00108,3,3808.27,0.1,Net Banking,10282.329
ORD00120,2024-04-25,CUST00120,PROD00188,4,3786.65,0.15,Net Banking,12874.61
ORD00121,2024-01-12,CUST00121,PROD00037,2,3696.1,0.15,UPI,6283.37
ORD00122,2024-05-29,CUST00122,PROD00113,1,2011.72,0.1,COD,1810.548
ORD00123,2024-04-05,CUST00123,PROD00011,2,2286.28,0.1,Net Banking,4115.304
ORD00124,2024-03-14,CUST00124,PROD00175,1,1429.53,0.15,UPI,1215.1005
ORD00125,2024-04-11,CUST00125,PROD00208,4,2388.28,0.05,Card,9075.464
ORD00126,2024-03-31,CUST00126,PROD00006,2,1366.98,0.1,COD,2460.5640000000003
ORD00127,2024-03-12,CUST00127,PROD00151,2,754.65,0.05,Net Banking,1433.8349999999998
ORD00128,2024-05-16,CUST00128,PROD00118,5,449.86,0.1,COD,2024.3700000000001
ORD00129,2024-03-13,CUST00129,PROD00058,1,660.19,0.05,Card,627.1805
ORD00130,2024-04-19,CUST00130,PROD00052,4,945.23,0.1,Card,3402.828
ORD00131,2024-01-31,CUST00131,PROD00176,3,3283.51,0.15,Card,8372.9505
ORD00132,2024-05-03,CUST00132,PROD00145,2,2035.75,0.1,COD,3664.35
ORD00133,2024-01-14,CUST00133,PROD00223,4,3901.01,0.1,UPI,14043.636
ORD00134,2024-01-05,CUST00134,PROD00204,4,,0.05,COD,1851.018
ORD00135,2024-04-04,CUST00135,PROD00182,3,2568.2,0.0,UPI,7704.599999999999
ORD00136,2024-01-29,CUST00136,PROD00100,2,3559.1,0.15,UPI,6050.469999999999
ORD00137,2024-02-09,CUST00137,PROD00249,3,2972.01,0.0,UPI,8916.03
ORD00138,2024-04-01,CUST00138,PROD00056,3,2112.97,0.1,UPI,5705.019
ORD00139,2024-04-13,CUST00139,PROD00043,1,2729.04,0.1,UPI,2456.136
ORD00140,2024-01-10,CUST00140,PROD00231,2,2070.35,,UPI,3519.595
ORD00141,2024-01-08,CUST00141,PROD00250,4,2937.8,0.0,Card,11751.2
ORD00142,2024-02-02,CUST00142,PROD00136,1,2297.64,0.05,Net Banking,2182.758
ORD00143,2024-01-04,CUST00143,PROD00027,4,1376.33,0.1,UPI,4954.788
ORD00144,2024-01-10,CUST00144,PROD00111,4,2264.7,0.1,UPI,8152.919999999999
ORD00145,2024-04-30,CUST00145,PROD00048,4,3868.28,0.05,COD,14699.464
ORD00146,2024-04-26,CUST00146,PROD00172,3,3418.38,0.05,COD,9742.383
ORD00147,2024-03-15,CUST00147,PROD00066,1,1895.49,0.05,COD,1800.7155
ORD00148,2024-01-31,CUST00148,PROD00156,3,823.2,0.15,Card,2099.1600000000003
ORD00149,2024-05-17,CUST00149,PROD00211,1,1856.32,,COD,1763.504
ORD00150,2024-01-03,CUST00150,PROD00111,3,730.25,0.0,UPI,2190.75
ORD00151,2024-04-25,CUST00151,PROD00062,1,2502.74,0.1,Card,2252.466
ORD00152,2024-05-21,CUST00152,PROD00060,3,2902.62,0.05,,8272.467
ORD00153,2024-05-13,CUST00153,PROD00004,2,3333.92,0.15,Net Banking,5667.664
ORD00154,2024-03-25,CUST00154,PROD00070,4,1820.12,0.15,UPI,6188.407999999999
ORD00155,2024-02-12,CUST00155,PROD00044,4,3017.46,0.05,Card,11466.348
ORD00156,2024-02-16,CUST00156,PROD00103,3,2409.55,0.05,COD,6867.2175
ORD00157,2024-04-04,CUST00157,PROD00092,3,1843.9,0.0,Card,5531.700000000001
ORD00158,2024-03-27,CUST00158,PROD00055,1,2550.7,0.0,UPI,2550.7
ORD00159,2024-04-30,CUST00159,PROD00016,4,3074.18,0.15,Net Banking,10452.212
ORD00160,2024-02-15,CUST00160,PROD00142,2,3827.71,0.15,Net Banking,6507.107
ORD00161,2024-01-19,CUST00161,PROD00048,4,2005.63,0.0,COD,8022.52
ORD00162,2024-02-14,CUST00162,PROD00112,4,2565.87,0.0,Card,10263.48
ORD00163,2024-05-09,CUST00163,PROD00229,1,1893.26,0.15,COD,1609.271
ORD00164,2024-03-04,CUST00164,PROD00128,5,733.61,0.1,COD,3301.2450000000003
ORD00165,2024-04-17,CUST00165,PROD00074,2,,0.05,Net Banking,576.479
ORD00166,2024-01-19,CUST00166,PROD00087,2,3737.67,0.1,UPI,6727.8060000000005
ORD00167,2024-03-24,CUST00167,PROD00119,1,2223.03,0.15,Card,1889.5755000000001
ORD00168,2024-04-13,CUST00168,PROD00089,1,1463.61,,Net Banking,1244.0684999999999
ORD00169,2024-05-23,CUST00169,PROD00247,2,1954.15,0.15,Net Banking,3322.0550000000003
ORD00170,2024-02-25,CUST00170,PROD00069,5,1879.89,0.1,Net Banking,8459.505000000001
ORD00171,2024-05-14,CUST00171,PROD00050,2,720.78,0.1,UPI,1297.404
ORD00172,2024-02-14,CUST00172,PROD00127,5,373.82,0.0,Net Banking,1869.1
ORD00173,2024-01-10,CUST00173,PROD00205,4,2905.38,0.1,Card,10459.368
ORD00174,2024-02-20,CUST00174,PROD00232,1,2968.65,0.05,COD,2820.2174999999997
ORD00175,2024-01-01,CUST00175,PROD00014,1,3097.95,0.05,COD,2943.0525
ORD00176,2024-02-14,CUST00176,PROD00006,1,2244.26,0.1,UPI,2019.8340000000003
ORD00177,2024-03-09,CUST00177,PROD00057,4,1915.45,0.0,Card,7661.8
ORD00178,2024-01-15,CUST00178,PROD00101,4,3668.26,0.15,Card,12472.084
ORD00179,2024-04-27,CUST00179,PROD00036,1,3840.44,0.15,Card,3264.374
ORD00180,2024-05-12,CUST00180,PROD00105,2,1001.33,,Card,2002.66
ORD00181,2024-05-14,CUST00181,PROD00089,2,3767.79,0.15,COD,6405.2429999999995
ORD00182,2024-02-12,CUST00182,PROD00017,3,839.69,0.0,Net Banking,2519.07
ORD00183,2024-02-14,CUST00183,PROD00041,4,3799.57,0.15,UPI,12918.538
ORD00184,2024-04-22,CUST00184,PROD00012,5,2300.66,0.05,Card,10928.134999999998
ORD00185,2024-02-08,CUST00185,PROD00237,3,3939.21,0.05,COD,11226.7485
ORD00186,2024-05-28,CUST00186,PROD00069,5,2870.34,0.1,UPI,12916.53
ORD00187,2024-05-17,CUST00187,PROD00191,1,2934.3,0.1,UPI,2640.8700000000003
ORD00188,2024-02-10,CUST00188,PROD00180,5,2315.08,0.0,COD,11575.4
ORD00189,2024-05-24,CUST00189,PROD00173,2,3089.94,0.15,Net Banking,5252.898
ORD00190,2024-03-16,CUST00190,PROD00187,1,680.05,0.0,Card,680.05
ORD00191,2024-02-28,CUST00191,PROD00091,4,927.76,0.1,COD,3339.936
ORD00192,2024-02-09,CUST00192,PROD00229,3,1388.51,0.1,UPI,3748.977
ORD00193,2024-02-19,CUST00193,PROD00231,2,786.37,0.0,Net Banking,1572.74
ORD00194,2024-05-07,CUST00194,PROD00067,3,2421.55,0.0,Net Banking,7264.650000000001
ORD00195,2024-05-19,CUST00195,PROD00015,3,3565.85,0.15,Net Banking,9092.9175
ORD00196,2024-04-16,CUST00196,PROD00115,2,353.95,0.05,Net Banking,672.505
ORD00197,2024-03-20,CUST00197,PROD00118,2,3568.42,0.05,COD,6779.998
ORD00198,2024-01-22,CUST00198,PROD00160,5,3942.29,0.0,Net Banking,19711.45
ORD00199,2024-03-01,CUST00199,PROD00197,2,,0.0,UPI,3685.86
ORD00200,2024-02-28,CUST00200,PROD00089,1,2428.2,0.1,Card,2185.38
ORD00201,2024-05-21,CUST00201,PROD00194,4,350.02,0.1,Card,1260.072
ORD00202,2024-04-14,CUST00202,PROD00148,2,3407.05,0.05,Card,6473.395
ORD00203,2024-01-04,CUST00203,PROD00226,1,2951.8,0.15,COD,2509.03
ORD00204,2024-05-25,CUST00204,PROD00211,2,2474.58,0.05,Net Banking,4701.701999999999
ORD00205,2024-02-21,CUST00205,PROD00187,1,656.44,0.15,Net Banking,557.974
ORD00206,2024-05-28,CUST00206,PROD00172,3,2119.96,0.15,Card,5405.898
ORD00207,2024-01-06,CUST00207,PROD00038,2,923.86,0.15,Card,1570.562
ORD00208,2024-04-18,CUST00208,PROD00243,4,1629.73,0.05,COD,6192.974
ORD00209,2024-05-24,CUST00209,PROD00122,1,1195.29,0.0,Net Banking,1195.29
ORD00210,2024-05-12,CUST00210,PROD00201,4,981.44,0.0,COD,3925.76
ORD00211,2024-01-20,CUST00211,PROD00117,4,1331.92,0.15,COD,4528.528
ORD00212,2024-03-26,CUST00212,PROD00064,5,2768.33,0.1,UPI,12457.485
ORD00213,2024-02-05,CUST00213,PROD00201,5,,0.05,Net Banking,5226.805
ORD00214,2024-04-30,CUST00214,PROD00063,2,3958.3,0.0,COD,7916.6
ORD00215,2024-02-05,CUST00215,PROD00162,5,2337.69,0.15,COD,9935.1825
ORD00216,2024-04-22,CUST00216,PROD00115,1,2384.05,0.0,UPI,2384.05
ORD00217,2024-01-12,CUST00217,PROD00094,1,3571.16,0.1,UPI,3214.044
ORD00218,2024-02-11,CUST00218,PROD00172,1,302.0,0.1,Net Banking,271.8
ORD00219,2024-02-24,CUST00219,PROD00222,3,665.76,0.0,Net Banking,1997.28
ORD00220,2024-01-20,CUST00220,PROD00154,3,675.03,0.0,UPI,2025.09
ORD00221,2024-02-11,CUST00221,PROD00004,3,1259.8,0.1,Net Banking,3401.4599999999996
ORD00222,2024-05-18,CUST00222,PROD00154,3,3250.98,0.1,Net Banking,8777.646
ORD00223,2024-02-06,CUST00223,PROD00027,1,3225.52,0.05,UPI,3064.2439999999997
ORD00224,2024-01-01,CUST00224,PROD00134,2,816.35,0.15,UPI,1387.795
ORD00225,2024-03-03,CUST00225,PROD00046,5,3309.83,,COD,14894.235000000002
ORD00226,2024-03-26,CUST00226,PROD00203,3,458.75,0.15,UPI,1169.8125
ORD00227,2024-02-02,CUST00227,PROD00141,2,1938.33,0.05,Net Banking,3682.8269999999998
ORD00228,2024-04-14,CUST00228,PROD00140,4,2438.94,0.15,UPI,8292.396
ORD00229,2024-01-14,CUST00229,PROD00035,4,2020.35,0.0,Net Banking,8081.4
ORD00230,2024-05-04,CUST00230,PROD00063,2,863.0,0.0,Net Banking,1726.0
ORD00231,2024-02-02,CUST00231,PROD00155,5,3041.76,0.15,UPI,12927.480000000001
ORD00232,2024-04-13,CUST00232,PROD00196,1,3232.1,0.05,Card,3070.495
ORD00233,2024-01-21,CUST00233,PROD00162,1,1218.88,0.15,Card,1036.048
ORD00234,2024-03-30,CUST00234,PROD00038,3,3661.7,,UPI,10985.099999999999
ORD00235,2024-05-04,CUST00235,PROD00097,1,1374.32,0.15,COD,1168.172
ORD00236,2024-01-01,CUST00236,PROD00161,2,2316.38,0.15,Card,3937.846
ORD00237,2024-04-06,CUST00237,PROD00213,4,3066.18,0.05,COD,11651.483999999999
ORD00238,2024-01-26,CUST00238,PROD00100,3,2926.63,0.15,UPI,7462.906499999999
ORD00239,2024-03-04,CUST00239,PROD00215,5,482.32,0.05,Card,2291.02
ORD00240,2024-02-29,CUST00240,PROD00028,5,2307.9,0.05,COD,10962.525
ORD00241,2024-01-03,CUST00241,PROD00036,3,2809.26,0.1,UPI,7585.002
ORD00242,2024-01-31,CUST00242,PROD00205,2,1445.33,0.15,COD,2457.0609999999997
ORD00243,2024-01-18,CUST00243,PROD00235,3,3636.26,0.0,Net Banking,10908.78
ORD00244,2024-02-29,CUST00244,PROD00149,5,860.22,0.0,COD,4301.1
ORD00245,2024-03-27,CUST00245,PROD00014,4,1563.11,0.05,UPI,5939.817999999999
ORD00246,2024-01-30,CUST00246,PROD00060,5,3730.67,0.0,Net Banking,18653.35
ORD00247,2024-04-16,CUST00247,PROD00141,2,3610.58,0.1,Card,6499.044
ORD00248,2024-04-02,CUST00248,PROD00156,1,3308.02,0.1,UPI,2977.218
ORD00249,2024-01-20,CUST00249,PROD00038,5,1595.45,0.0,COD,7977.25
ORD00250,2024-05-08,CUST00250,PROD00005,4,1787.61,0.1,Net Banking,6435.396
ORD00251,2024-05-15,CUST00251,PROD00174,5,2979.19,0.15,COD,12661.5575
ORD00252,2024-03-28,CUST00252,PROD00214,1,1600.81,0.05,Net Banking,1520.7694999999999
ORD00253,2024-02-27,CUST00253,PROD00034,2,351.97,0.15,UPI,598.349
ORD00254,2024-01-03,CUST00254,PROD00095,1,657.91,0.0,Card,657.91
ORD00255,2024-02-28,CUST00255,PROD00129,3,3856.43,0.15,UPI,9833.896499999999
ORD00256,2024-05-18,CUST00256,PROD00203,2,3917.8,0.05,Net Banking,7443.82
ORD00257,2024-03-20,CUST00257,PROD00088,1,3780.8,0.1,Net Banking,3402.7200000000003
ORD00258,2024-03-10,CUST00258,PROD00023,2,,0.0,COD,6403.56
ORD00259,2024-05-24,CUST00259,PROD00152,1,407.8,0.15,Net Banking,346.63
ORD00260,2024-01-06,CUST00260,PROD00101,5,3588.01,,COD,17043.0475
ORD00261,2024-05-01,CUST00261,PROD00234,2,2441.78,0.15,Card,4151.026
ORD00262,2024-03-04,CUST00262,PROD00228,2,858.31,0.05,Card,1630.7889999999998
ORD00263,2024-03-24,CUST00263,PROD00023,4,938.38,0.05,COD,3565.8439999999996
ORD00264,2024-03-16,CUST00264,PROD00198,1,1278.62,0.05,Net Banking,1214.6889999999999
ORD00265,2024-05-01,CUST00265,PROD00032,4,928.26,0.1,UPI,3341.736
ORD00266,2024-05-15,CUST00266,PROD00160,1,2315.13,0.05,UPI,2199.3735
ORD00267,2024-04-15,CUST00267,PROD00087,1,3866.2,0.15,COD,3286.27
ORD00268,2024-02-08,CUST00268,PROD00171,1,2946.57,0.05,Net Banking,2799.2415
ORD00269,2024-04-20,CUST00269,PROD00115,5,2538.89,0.0,Card,12694.449999999999
ORD00270,2024-02-18,CUST00270,PROD00208,2,2084.95,,COD,3752.91
ORD00271,2024-04-19,CUST00271,PROD00247,3,375.39,0.0,Card,1126.17
ORD00272,2024-03-05,CUST00272,PROD00084,2,1920.02,0.1,UPI,3456.036
ORD00273,2024-01-10,CUST00273,PROD00163,3,2497.36,0.15,COD,6368.268
ORD00274,2024-01-28,CUST00274,PROD00063,5,3674.72,0.1,COD,16536.239999999998
ORD00275,2024-02-22,CUST00275,PROD00008,5,1296.89,0.05,UPI,6160.2275
ORD00276,2024-03-31,CUST00276,PROD00091,3,3533.5,0.15,UPI,9010.425
ORD00277,2024-02-27,CUST00277,PROD00091,5,726.44,0.0,UPI,3632.2000000000003
ORD00278,2024-04-23,CUST00278,PROD00092,1,576.42,0.1,UPI,518.778
ORD00279,2024-04-16,CUST00279,PROD00185,1,3026.61,0.15,COD,2572.6185
ORD00280,2024-01-24,CUST00280,PROD00030,5,1105.25,0.15,UPI,4697.3125
ORD00281,2024-05-27,CUST00281,PROD00071,2,,0.0,,5071.06
ORD00282,2024-02-18,CUST00282,PROD00028,2,850.04,0.15,COD,1445.068
ORD00283,2024-03-17,CUST00283,PROD00030,1,758.27,0.05,Net Banking,720.3565
ORD00284,2024-03-16,CUST00284,PROD00191,3,1458.22,0.1,COD,3937.194
ORD00285,2024-04-03,CUST00285,PROD00116,4,1308.89,0.1,COD,4712.004000000001
ORD00286,2024-01-31,CUST00286,PROD00175,5,2567.97,0.1,Card,11555.865
ORD00287,2024-02-01,CUST00287,PROD00075,3,2388.37,0.15,UPI,6090.3435
ORD00288,2024-04-11,CUST00288,PROD00216,1,1007.17,0.05,Card,956.8114999999999
ORD00289,2024-05-29,CUST00289,PROD00233,2,1694.52,0.05,Card,3219.5879999999997
ORD00290,2024-02-15,CUST00290,PROD00180,1,,0.0,UPI,1556.78
ORD00291,2024-03-25,CUST00291,PROD00238,5,1735.2,0.0,COD,8676.0
ORD00292,2024-05-28,CUST00292,PROD00239,4,3118.74,,UPI,12474.96
ORD00293,2024-02-03,CUST00293,PROD00013,1,,0.05,UPI,2892.1704999999997
ORD00294,2024-05-10,CUST00294,PROD00027,2,756.42,0.1,COD,1361.556
ORD00295,2024-04-07,CUST00295,PROD00169,5,955.01,0.0,Card,4775.05
ORD00296,2024-01-13,CUST00296,PROD00228,1,2749.72,0.0,Net Banking,2749.72
ORD00297,2024-03-23,CUST00297,PROD00120,4,2135.12,0.15,UPI,7259.407999999999
ORD00298,2024-03-07,CUST00298,PROD00020,2,2311.73,0.0,,4623.46
ORD00299,2024-02-07,CUST00299,PROD00167,2,3370.7,0.15,Net Banking,5730.19
ORD00300,2024-02-26,CUST00300,PROD00068,1,1259.75,0.15,UPI,1070.7875
ORD00301,2024-03-28,CUST00301,PROD00068,4,488.21,0.15,Card,1659.914
ORD00302,2024-05-06,CUST00302,PROD00198,1,537.83,0.1,Net Banking,484.047
ORD00303,2024-02-25,CUST00303,PROD00024,2,2994.84,0.0,COD,5989.68
ORD00304,2024-04-07,CUST00304,PROD00048,4,2142.46,0.1,COD,7712.856000000001
ORD00305,2024-03-15,CUST00305,PROD00051,4,2771.08,0.1,,9975.888
ORD00306,2024-01-16,CUST00306,PROD00081,2,2908.24,0.15,UPI,4944.008
